ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
617512168,Audio,Purple Sunbird,Cinnyris asiaticus,,MANOJ KUMAR MK1,2024-04-16,2024,4,16,904,India,IN-PB-LU,Punjab,Ludhiana,"R18 Forestry RS Area, PAU, Ludhiana, Punjab, IN (30.908, 75.812)",30.9083822,75.8116715,"",,Unspecified,"","",,,,,,,S168858228,"",,,,,Cinnyris asiaticus,pursun4,Species,29936,,5.00,1,,,
617512151,Audio,Purple Sunbird,Cinnyris asiaticus,,MANOJ KUMAR MK1,2024-04-16,2024,4,16,904,India,IN-PB-LU,Punjab,Ludhiana,"R18 Forestry RS Area, PAU, Ludhiana, Punjab, IN (30.908, 75.812)",30.9083822,75.8116715,"",,Unspecified,"","",,,,,,,S168858228,"",,,,,Cinnyris asiaticus,pursun4,Species,29936,,5.00,1,,,
617512148,Audio,Common Hawk-Cuckoo,Hierococcyx varius,,MANOJ KUMAR MK1,2024-04-16,2024,4,16,904,India,IN-PB-LU,Punjab,Ludhiana,"R18 Forestry RS Area, PAU, Ludhiana, Punjab, IN (30.908, 75.812)",30.9083822,75.8116715,"",,Unspecified,"","",,,,,,,S168858228,"",,,,,Hierococcyx varius,cohcuc1,Species,3398,,5.00,1,,,
617512117,Audio,Indian Paradise-Flycatcher,Terpsiphone paradisi,,MANOJ KUMAR MK1,2024-04-16,2024,4,16,904,India,IN-PB-LU,Punjab,Ludhiana,"R18 Forestry RS Area, PAU, Ludhiana, Punjab, IN (30.908, 75.812)",30.9083822,75.8116715,"",,Unspecified,"","",,,,,,,S168858228,"",,,,"breeding plumage, male",Terpsiphone paradisi,aspfly1,Species,20356,,4.00,2,,,
617511239,Audio,Oriental Magpie-Robin,Copsychus saularis,Orthotomus sutorius -- Common Tailorbird,Sarabjeet Kaur,2024-04-05,2024,4,5,1010,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S167209067,"",,,,,Copsychus saularis,magrob,Species,28501,,5.00,1,"",,
617511201,Audio,Black Francolin,Francolinus francolinus,,Madhur Upadhyay,2024-04-17,2024,4,17,754,India,IN-UL-DD,Uttarakhand,Dehradun,Dwara Top,30.3095251,78.1531062,"",,Unspecified,"","",,,,,,,S168986062,"",,,,,Francolinus francolinus,blkfra,Species,1589,,5.00,1,,,
617511168,Audio,Grey-breasted Prinia,Prinia hodgsonii,"Zosterops palpebrosus -- Indian White-eye (Oriental White-eye); Psittacula krameri -- Rose-ringed Parakeet; Phylloscopus humei -- Hume's Warbler; Cinnyris asiaticus -- Purple Sunbird; Milvus migrans -- Black Kite; Rhipidura albicollis -- White-throated Fantail; Copsychus saularis -- Oriental Magpie-Robin",Sarabjeet Kaur,2024-04-04,2024,4,4,955,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,,,,,S167106631,"",,,,,Prinia hodgsonii,gybpri1,Species,22823,,5.00,1,"",,
617511165,Audio,Grey-breasted Prinia,Prinia hodgsonii,"Psittacula krameri -- Rose-ringed Parakeet; Corvus macrorhynchos -- Large-billed Crow; Pycnonotus jocosus -- Red-whiskered Bulbul; Oriolus xanthornus -- Black-hooded Oriole; Pericrocotus speciosus -- Scarlet Minivet",Sarabjeet Kaur,2024-04-04,2024,4,4,955,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S167106631,"",,,,,Prinia hodgsonii,gybpri1,Species,22823,,5.00,1,"",,
617511132,Audio,Grey Junglefowl,Gallus sonneratii,,Ayaan S,2024-04-17,2024,4,17,617,India,IN-KA-CH,Karnataka,Chikkaballapura,Nandi Hills,13.3699596,77.6831734,"",,Unspecified,"","",,,,,,,S168993914,"",,,,Calls recorded,Gallus sonneratii,grejun2,Species,1569,,5.00,1,,,
617511074,Audio,White-throated Kingfisher,Halcyon smyrnensis,"Psittacula krameri -- Rose-ringed Parakeet; Orthotomus sutorius -- Common Tailorbird; Phylloscopus humei -- Hume's Warbler; Hemipus picatus -- Bar-winged Flycatcher-shrike; Zosterops palpebrosus -- Indian White-eye (Oriental White-eye); Cinnyris asiaticus -- Purple Sunbird; Copsychus saularis -- Oriental Magpie-Robin",Sarabjeet Kaur,2024-04-03,2024,4,3,940,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S167010618,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,5.00,1,"",,
617511073,Audio,White-throated Kingfisher,Halcyon smyrnensis,"Orthotomus sutorius -- Common Tailorbird; Phylloscopus humei -- Hume's Warbler; Copsychus saularis -- Oriental Magpie-Robin; Vanellus indicus -- Red-wattled Lapwing",Sarabjeet Kaur,2024-04-03,2024,4,3,940,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"","",Not Used,"","",,,Merlin,,,,S167010618,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,5.00,1,"",,
617511072,Audio,White-throated Kingfisher,Halcyon smyrnensis,"Dicaeum erythrorhynchos -- Pale-billed Flowerpecker; Zosterops palpebrosus -- Indian White-eye (Oriental White-eye); Corvus macrorhynchos -- Large-billed Crow; Copsychus saularis -- Oriental Magpie-Robin; Cinnyris asiaticus -- Purple Sunbird",Sarabjeet Kaur,2024-04-03,2024,4,3,940,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S167010618,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,5.00,1,"",,
617511023,Audio,Oriental Magpie-Robin,Copsychus saularis,"Parus cinereus -- Cinereous Tit (Great Tit); Motacilla cinerea -- Grey Wagtail; Cinnyris asiaticus -- Purple Sunbird; Psittacula cyanocephala -- Plum-headed Parakeet; Dendrocitta formosae -- Grey Treepie",Sarabjeet Kaur,2024-04-02,2024,4,2,1025,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S166903564,"",,,,,Copsychus saularis,magrob,Species,28501,,5.00,1,"",,
617511008,Audio,Cinereous Tit (Great Tit),Parus cinereus,"Pycnonotus cafer -- Red-vented Bulbul; Ocyceros birostris -- Indian Grey Hornbill; Copsychus saularis -- Oriental Magpie-Robin",Sarabjeet Kaur,2024-04-02,2024,4,2,1025,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S166903564,"",,,,,Parus cinereus,gretit2,Species,21804,,5.00,1,"",,
617510986,Audio,Common Tailorbird,Orthotomus sutorius,"Cinnyris asiaticus -- Purple Sunbird; Psittacula krameri -- Rose-ringed Parakeet; Phylloscopus humei -- Hume's Warbler; Anas poecilorhyncha -- Indian Spot-billed Duck; Copsychus saularis -- Oriental Magpie-Robin; Prinia hodgsonii -- Grey-breasted Prinia; Dicaeum erythrorhynchos -- Pale-billed Flowerpecker",Sarabjeet Kaur,2024-04-02,2024,4,2,955,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S166903572,"",,,,,Orthotomus sutorius,comtai1,Species,22738,,5.00,1,"",,
617510984,Audio,"Whistler's Warbler",Phylloscopus whistleri,"Cinnyris asiaticus -- Purple Sunbird; Phylloscopus humei -- Hume's Warbler",Sarabjeet Kaur,2024-04-02,2024,4,2,955,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S166903572,"",,,,,Phylloscopus whistleri,whiwar2,Species,24489,,5.00,1,"",,
617510957,Audio,Oriental Magpie-Robin,Copsychus saularis,"Orthotomus sutorius -- Common Tailorbird; Phylloscopus humei -- Hume's Warbler",Sarabjeet Kaur,2024-04-01,2024,4,1,1051,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,,,,,S166758067,"",,,,,Copsychus saularis,magrob,Species,28501,,5.00,1,"",,
617510948,Audio,Grey-bellied Cuckoo,Cacomantis passerinus,"Psittacula krameri -- Rose-ringed Parakeet; Psittacula cyanocephala -- Plum-headed Parakeet; Parus cinereus -- Cinereous Tit (Great Tit)",Sarabjeet Kaur,2024-04-01,2024,4,1,1051,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Song,Not Used,"","",,,Merlin,,,,S166758067,"",,,,Heard,Cacomantis passerinus,placuc3,Species,3354,,3.00,1,"",,
617510944,Audio,"Hume's Warbler",Phylloscopus humei,Copsychus saularis -- Oriental Magpie-Robin,Sarabjeet Kaur,2024-04-01,2024,4,1,1051,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S166758067,"",,,,,Phylloscopus humei,humwar1,Species,24384,,5.00,1,"",,
617510918,Audio,Blue-throated Barbet,Psilopogon asiaticus,Ficedula albicilla -- Taiga Flycatcher (Red-throated Flycatcher),Sarabjeet Kaur,2024-04-01,2024,4,1,1051,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S166758067,"",,,,,Psilopogon asiaticus,bltbar2,Species,10560,,5.00,1,"",,
617510883,Audio,Grey-breasted Prinia,Prinia hodgsonii,"Orthotomus sutorius -- Common Tailorbird; Phylloscopus whistleri -- Whistler's Warbler",Sarabjeet Kaur,2024-04-01,2024,4,1,1008,India,IN-UL-DD,Uttarakhand,Dehradun,Wildlife Institute of India (WII),30.2824950,77.9735059,"",Call,Not Used,"","",,,Merlin,,,,S166758069,"",,,,,Prinia hodgsonii,gybpri1,Species,22823,,5.00,1,"",,
617510843,Audio,Asian Koel,Eudynamys scolopaceus,,Prof Chandan Singh Dalawat,2024-04-17,2024,4,17,1530,India,IN-MH-MC,Maharashtra,Mumbai,Tata Hospital,19.0048917,72.8433523,"",,Unspecified,"","",,,,,,,S168999326,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3261,,.00,0,,,
617510729,Audio,passerine sp.,Passeriformes sp.,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Passeriformes sp.,passer1,Spuh,35292,,.00,0,,,
617510311,Audio,Taiga Flycatcher (Red-throated Flycatcher),Ficedula albicilla,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Ficedula albicilla,taifly1,Species,29053,,.00,0,,,
617510264,Audio,Taiga Flycatcher (Red-throated Flycatcher),Ficedula albicilla,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Ficedula albicilla,taifly1,Species,29053,,.00,0,,,
617509645,Audio,Ashy Prinia,Prinia socialis,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Prinia socialis,ashpri1,Species,22862,,.00,0,,,
617509570,Audio,Taiga Flycatcher (Red-throated Flycatcher),Ficedula albicilla,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Ficedula albicilla,taifly1,Species,29053,,.00,0,,,
617509227,Audio,Plain Prinia,Prinia inornata,,Aamir Matli,2024-04-14,2024,4,14,1046,India,IN-GJ-BV,Gujarat,Bhavnagar,"Unnamed Road, Malvan, Gujarat, IN (21.642, 71.917)",21.6422169,71.9172826,"",,Unspecified,"","",,,,,,,S168994362,"",,,,,Prinia inornata,plapri1,Species,22879,,.00,0,,,
617509226,Audio,Rufous-fronted Prinia,Prinia buchanani,,Aamir Matli,2024-04-14,2024,4,14,1046,India,IN-GJ-BV,Gujarat,Bhavnagar,"Unnamed Road, Malvan, Gujarat, IN (21.642, 71.917)",21.6422169,71.9172826,"",,Unspecified,"","",,,,,,,S168994362,"",,,,,Prinia buchanani,rufpri2,Species,22815,,.00,0,,,
617509223,Audio,Indian Bushlark (Red-winged Bushlark),Mirafra erythroptera,,Aamir Matli,2024-04-14,2024,4,14,1046,India,IN-GJ-BV,Gujarat,Bhavnagar,"Unnamed Road, Malvan, Gujarat, IN (21.642, 71.917)",21.6422169,71.9172826,"",,Unspecified,"","",,,,,,,S168994362,"",,,,,Mirafra erythroptera,indbus2,Species,22171,,.00,0,,,
617509198,Audio,White-bellied Minivet,Pericrocotus erythropygius,,Aamir Matli,2024-04-14,2024,4,14,734,India,IN-GJ-BV,Gujarat,Bhavnagar,"Sihor RF, Bhavnagar, Gujarat, IN (21.72, 71.972)",21.7203192,71.9715915,"",,Unspecified,"","",,,,,,,S168994215,"",,,,,Pericrocotus erythropygius,whbmin3,Species,18229,,.00,0,,,
617509105,Audio,Rufous Treepie,Dendrocitta vagabunda,,Sanu Raj,2024-04-17,2024,4,17,843,India,IN-KL-KZ,Kerala,Kozhikode,"Nanminda, Kunnatheru",11.4331748,75.8306934,"",,Unspecified,"","",,,,,,,S168984006,"",,,,,Dendrocitta vagabunda,ruftre2,Species,21043,,.00,0,,,
617508870,Audio,Greenish Warbler,Phylloscopus trochiloides,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Phylloscopus trochiloides,grewar3,Species,24503,,.00,0,,,
617508858,Audio,White-throated Kingfisher,Halcyon smyrnensis,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Halcyon smyrnensis,whtkin2,Species,9795,,.00,0,,,
617508852,Audio,passerine sp.,Passeriformes sp.,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Passeriformes sp.,passer1,Spuh,35292,,.00,0,,,
617508842,Audio,"Blyth's Reed Warbler",Acrocephalus dumetorum,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Acrocephalus dumetorum,blrwar1,Species,23257,,.00,0,,,
617508820,Audio,Oriental Magpie-Robin,Copsychus saularis,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Copsychus saularis,magrob,Species,28501,,.00,0,,,
617508819,Audio,Oriental Magpie-Robin,Copsychus saularis,,Rajesh Kalra,2024-04-17,2024,4,17,741,India,IN-UP-GB,Uttar Pradesh,Gautam Buddha Nagar,Okhla Bird Sanctuary,28.5668688,77.3063707,"",,Unspecified,"","",,,,,,,S168993453,"",,,,,Copsychus saularis,magrob,Species,28501,,.00,0,,,
617508265,Audio,Stork-billed Kingfisher,Pelargopsis capensis,,Sneha Sasi,2024-04-16,2024,4,16,1713,India,IN-KL-KL,Kerala,Kollam,Kulathupuzha,8.9254800,77.0655630,"",,Unspecified,"","",,,,,,,S168991988,"",,,,,Pelargopsis capensis,stbkin1,Species,9761,,.00,0,,,
617507884,Audio,Great Barbet,Psilopogon virens,,Ambuj  Mishra,2024-04-10,2024,4,10,930,India,IN-UL-RP,Uttarakhand,Rudraprayag,"Phata Guptkashi, Uttarakhand",30.5691580,79.0455775,"",,Unspecified,"","",,,,,,,S168856911,"",,,"iframe width""560"" height""315"" src""https://www.youtube.com/embed/M6iyiYQg-HI?siWW_syGpJzV39im6k"" title""YouTube video player"" frameborder""0"" allow""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture; web-share"" referrerpolicy""strict-origin-when-cross-origin"" allowfullscreen/iframe",I identified  with call,Psilopogon virens,grebar1,Species,10506,,.00,0,,,
617507880,Audio,Great Barbet,Psilopogon virens,,Ambuj  Mishra,2024-04-10,2024,4,10,930,India,IN-UL-RP,Uttarakhand,Rudraprayag,"Phata Guptkashi, Uttarakhand",30.5691580,79.0455775,"",,Unspecified,"","",,,,,,,S168856911,"",,,,I identified  with call,Psilopogon virens,grebar1,Species,10506,,.00,0,,,
617507864,Audio,Greater Racket-tailed Drongo,Dicrurus paradiseus,,Sanu Raj,2024-04-17,2024,4,17,843,India,IN-KL-KZ,Kerala,Kozhikode,"Nanminda, Kunnatheru",11.4331748,75.8306934,"",,Unspecified,"","",,,,,,,S168984006,"",,,,,Dicrurus paradiseus,grtdro1,Species,20149,,.00,0,,,
617507677,Audio,Common Babbler,Argya caudata,,Ajoy Kumar Dawn,2024-04-12,2024,4,12,1611,India,IN-WB-PA,West Bengal,Paschim Bardhaman,Bhuta Buri Mandir,23.6308671,86.9248854,"",,Unspecified,"","",,,,,,,S168225881,"",,,,,Argya caudata,combab3,Species,26185,,3.00,1,,,
617507671,Audio,"Blyth's Pipit",Anthus godlewskii,,Ajoy Kumar Dawn,2024-04-12,2024,4,12,1611,India,IN-WB-PA,West Bengal,Paschim Bardhaman,Bhuta Buri Mandir,23.6308671,86.9248854,"",,Unspecified,"","",,,,,,,S168225881,"",,,,Photographed,Anthus godlewskii,blypip1,Species,31292,,5.00,1,,,
617507591,Audio,Rufous Treepie,Dendrocitta vagabunda,,Sanu Raj,2024-04-17,2024,4,17,843,India,IN-KL-KZ,Kerala,Kozhikode,"Nanminda, Kunnatheru",11.4331748,75.8306934,"",,Unspecified,"","",,,,,,,S168984006,"",,,,,Dendrocitta vagabunda,ruftre2,Species,21043,,.00,0,,,
617507177,Audio,Blue-tailed Bee-eater,Merops philippinus,,Irshad Theba,2024-04-17,2024,4,17,740,India,IN-GJ-GA,Gujarat,Gandhinagar,Sant Sarovar,23.1969016,72.6609993,"",,Unspecified,"","",,,,,,,S168989395,Unconfirmed,,,,Seen Regular Proper hebitat,Merops philippinus,btbeat1,Species,10103,,.00,0,,,
617506551,Audio,Pied Bushchat,Saxicola caprata,,Sharad Apte,2024-04-16,2024,4,16,758,India,IN-MH-KO,Maharashtra,Kolhapur,Danoli Warna dam area,16.8416557,74.5148805,Adult Male – 1,Song,Not Used,"","",,,"Merlin bird I'd app",,,,S168848724,"",,,Singing male ,M and F Male song,Saxicola caprata,piebus1,Species,29209,,4.00,1,"",,
617506149,Audio,Bugun Liocichla,Liocichla bugunorum,,Sujith S,2024-04-10,2024,4,10,532,India,IN-AR-WK,Arunachal Pradesh,West Kameng,Eaglenest WLS & Surroundings--Lama Camp,27.1571114,92.4611092,"","Foraging or Eating; Song",Not Used,"","",,,Tascam DR10X,Azden SGM 250,Rycote Softie Windshield ,,S168365552,"",,,,,Liocichla bugunorum,buglio1,Species,26144,,3.67,3,"",,
617505665,Audio,Greater Racket-tailed Drongo,Dicrurus paradiseus,,Afsar Nayakkan,2024-04-17,2024,4,17,1007,India,IN-KL-KZ,Kerala,Kozhikode,"Beach Road, Kozhikode, Kerala, IN (11.294, 75.758)",11.2942031,75.7583248,"",,Unspecified,"","",,,,,,,S168987049,"",,,,,Dicrurus paradiseus,grtdro1,Species,20149,,3.67,3,,,
617505666,Audio,Greater Racket-tailed Drongo,Dicrurus paradiseus,,Afsar Nayakkan,2024-04-17,2024,4,17,1007,India,IN-KL-KZ,Kerala,Kozhikode,"Beach Road, Kozhikode, Kerala, IN (11.294, 75.758)",11.2942031,75.7583248,"",,Unspecified,"","",,,,,,,S168987049,"",,,,,Dicrurus paradiseus,grtdro1,Species,20149,,5.00,1,,,
617505678,Audio,Bugun Liocichla,Liocichla bugunorum,"Psilopogon virens -- Great Barbet; Taenioptynx brodiei -- Collared Owlet",Sujith S,2024-04-09,2024,4,9,1417,India,IN-AR-WK,Arunachal Pradesh,West Kameng,Singchung Bugun Village Community Reserve (SBVCR),27.1696500,92.4580600,"","Foraging or Eating; Song",Not Used,"","",,,Tascam DR10X,Azden SGM 250,Rycote Softie Windshield ,,S168365772,"",,,,H,Liocichla bugunorum,buglio1,Species,26144,,5.00,1,"",,
617505544,Audio,Plaintive Cuckoo,Cacomantis merulinus,,Parmil Kumar,2024-04-14,2024,4,14,523,India,IN-AS-TI,Assam,Tinsukia,Digboi--Matri Mandir,27.3806113,95.6134008,"",,Unspecified,"","",,,,,,,S168502253,"",,,,,Cacomantis merulinus,placuc1,Species,3349,,.00,0,,,
617505435,Audio,Dark-necked Tailorbird,Orthotomus atrogularis,,Parmil Kumar,2024-04-14,2024,4,14,523,India,IN-AS-TI,Assam,Tinsukia,Digboi--Matri Mandir,27.3806113,95.6134008,"",,Unspecified,"","",,,,,,,S168502253,"",,,,,Orthotomus atrogularis,dantai1,Species,22751,,.00,0,,,
617505371,Audio,Chestnut-winged Cuckoo,Clamator coromandus,,Parmil Kumar,2024-04-14,2024,4,14,523,India,IN-AS-TI,Assam,Tinsukia,Digboi--Matri Mandir,27.3806113,95.6134008,"",,Unspecified,"","",,,,,,,S168502253,"",,,,Calling loudly and flying in between trees,Clamator coromandus,chwcuc1,Species,3196,,.00,0,,,
617504775,Audio,Chestnut-winged Cuckoo,Clamator coromandus,,Parmil Kumar,2024-04-14,2024,4,14,523,India,IN-AS-TI,Assam,Tinsukia,Digboi--Matri Mandir,27.3806113,95.6134008,"",,Unspecified,"","",,,,,,,S168502253,"",,,,Calling loudly and flying in between trees,Clamator coromandus,chwcuc1,Species,3196,,.00,0,,,
617504752,Audio,Chestnut-winged Cuckoo,Clamator coromandus,,Parmil Kumar,2024-04-14,2024,4,14,523,India,IN-AS-TI,Assam,Tinsukia,Digboi--Matri Mandir,27.3806113,95.6134008,"",,Unspecified,"","",,,,,,,S168502253,"",,,,Calling loudly and flying in between trees,Clamator coromandus,chwcuc1,Species,3196,,.00,0,,,
617504680,Audio,Grey-throated Babbler,Stachyris nigriceps,,Parmil Kumar,2024-04-14,2024,4,14,523,India,IN-AS-TI,Assam,Tinsukia,Digboi--Matri Mandir,27.3806113,95.6134008,"",,Unspecified,"","",,,,,,,S168502253,"",,,,Calling,Stachyris nigriceps,gytbab1,Species,25659,,.00,0,,,
617504570,Audio,Oriental Scops-Owl,Otus sunia,,Parmil Kumar,2024-04-13,2024,4,13,1806,India,IN-AS-TI,Assam,Tinsukia,Maguribeel--Grassland,27.5760898,95.3704380,"",,Unspecified,"","",,,,,,,S168382737,"",,,,,Otus sunia,orsowl,Species,8572,,.00,0,,,
617504531,Audio,Collared Scops-Owl,Otus lettia,,Parmil Kumar,2024-04-13,2024,4,13,1806,India,IN-AS-TI,Assam,Tinsukia,Maguribeel--Grassland,27.5760898,95.3704380,"",,Unspecified,"","",,,,,,,S168382737,"",,,,,Otus lettia,cosowl1,Species,8490,,.00,0,,,
617504475,Audio,Oriental Scops-Owl,Otus sunia,,Parmil Kumar,2024-04-13,2024,4,13,1806,India,IN-AS-TI,Assam,Tinsukia,Maguribeel--Grassland,27.5760898,95.3704380,"",,Unspecified,"","",,,,,,,S168382737,"",,,,,Otus sunia,orsowl,Species,8572,,.00,0,,,
617504472,Audio,Brown Hawk-Owl,Ninox scutulata,,Parmil Kumar,2024-04-13,2024,4,13,1806,India,IN-AS-TI,Assam,Tinsukia,Maguribeel--Grassland,27.5760898,95.3704380,"",,Unspecified,"","",,,,,,,S168382737,"",,,,,Ninox scutulata,brnhao1,Species,9143,,.00,0,,,
617504100,Audio,Eurasian Tree Sparrow,Passer montanus,,Parmil Kumar,2024-04-13,2024,4,13,1551,India,IN-AS-TI,Assam,Tinsukia,Maguribeel--Grassland,27.5760898,95.3704380,"",,Unspecified,"","",,,,,,,S168371993,"",,,,,Passer montanus,eutspa,Species,31086,,.00,0,,,
617503980,Audio,Indian Cuckoo,Cuculus micropterus,,Parmil Kumar,2024-04-13,2024,4,13,1551,India,IN-AS-TI,Assam,Tinsukia,Maguribeel--Grassland,27.5760898,95.3704380,"",,Unspecified,"","",,,,,,,S168371993,"",,,,Calling chilly pepper four notes,Cuculus micropterus,indcuc1,Species,3413,,.00,0,,,
617502815,Audio,Jungle Babbler,Argya striata,,Sanu Raj,2024-04-15,2024,4,15,1735,India,IN-KL-KZ,Kerala,Kozhikode,Kinalur Estate,11.4772382,75.8661720,"",,Unspecified,"","",,,,,,,S168984689,"",,,,,Argya striata,junbab2,Species,26160,,.00,0,,,
