ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
632548833,Audio,Indian Grey Hornbill,Ocyceros birostris,,,Shilpa Gadgil,2025-03-23,2025,3,23,712,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0210572,75.5660107,"",,Unspecified,"","",,,,,,,S220245078,"",,,,"A pair.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/KjIDbHOXFGM?si=8jXC5sLtEsVlroHh"" frameborder=""0""></iframe>",Ocyceros birostris,inghor2,Species,9622,,1.00,1,,,
632548807,Audio,Indian Grey Hornbill,Ocyceros birostris,,,Shilpa Gadgil,2025-03-23,2025,3,23,712,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0210572,75.5660107,"",,Unspecified,"","",,,,,,,S220245078,"",,,,"A pair.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/KjIDbHOXFGM?si=8jXC5sLtEsVlroHh"" frameborder=""0""></iframe>",Ocyceros birostris,inghor2,Species,9622,,.00,0,,,
632548783,Audio,Greater Coucal,Centropus sinensis,,,Shilpa Gadgil,2025-03-23,2025,3,23,712,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji  Nagar  Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0210572,75.5660107,"",,Unspecified,"","",,,,,,,S220245078,"",,,,Heard sound.,Centropus sinensis,grecou1,Species,3075,,.00,0,,,
632548236,Audio,Greenish Warbler,Phylloscopus trochiloides,,,Shilpa Gadgil,2025-03-23,2025,3,23,656,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220243681,"",,,,,Phylloscopus trochiloides,grewar3,Species,24691,,.00,0,,,
632548153,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,656,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220243681,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632548126,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,656,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220243681,"",,,,"At nest.calling<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/51ivKGxCj9k?si=pV80iXBrf-KPmRvs"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,.00,0,,,
632548109,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,656,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220243681,"",,,,"At nest.calling<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/51ivKGxCj9k?si=pV80iXBrf-KPmRvs"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,.00,0,,,
632548099,Audio,Purple-rumped Sunbird,Leptocoma zeylonica,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Leptocoma zeylonica,pursun3,Species,30003,,.00,0,,,
632548056,Audio,Common Tailorbird,Orthotomus sutorius,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
632548055,Audio,Common Tailorbird,Orthotomus sutorius,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
632548057,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,656,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220243681,"",,,,"At nest.calling<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/51ivKGxCj9k?si=pV80iXBrf-KPmRvs"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,.00,0,,,
632548045,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Shilpa Gadgil,2025-03-23,2025,3,23,656,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220243681,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632547986,Audio,Rose-ringed Parakeet,Psittacula krameri,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Psittacula krameri,rorpar,Species,12232,,.00,0,,,
632547927,Audio,White-cheeked Barbet (Small Green Barbet),Psilopogon viridis,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Psilopogon viridis,whcbar1,Species,10646,,.00,0,,,
632547999,Audio,Indian Golden Oriole,Oriolus kundoo,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Oriolus kundoo,ingori1,Species,19412,,.00,0,,,
632547891,Audio,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Dicaeum erythrorhynchos,pabflo1,Species,29761,,.00,0,,,
632547877,Audio,Asian Green Bee-eater,Merops orientalis,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Merops orientalis,grnbee3,Species,9709,,.00,0,,,
632547799,Audio,Greater Coucal,Centropus sinensis,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Centropus sinensis,grecou1,Species,3075,,.00,0,,,
632547801,Audio,Greater Coucal,Centropus sinensis,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Centropus sinensis,grecou1,Species,3075,,.00,0,,,
632547800,Audio,Greater Coucal,Centropus sinensis,,,Manasa Mukund,2025-03-23,2025,3,23,730,India,IN-KA-MY,Karnataka,Mysuru,MUDA PARK ADJACENT TO KALIDASA ROAD,12.3269475,76.6176492,"",,Unspecified,"","",,,,,,,S220265380,"",,,,,Centropus sinensis,grecou1,Species,3075,,.00,0,,,
632547506,Audio,Greenish Warbler,Phylloscopus trochiloides,,,Shilpa Gadgil,2025-03-23,2025,3,23,641,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar, Jalgaon",21.0211697,75.5660185,Adult – 1,"Call; Foraging or Eating",Unspecified,"","",,,,,,,S220243080,"",,,,,Phylloscopus trochiloides,grewar3,Species,24691,,2.00,1,"",,
632547493,Audio,Coppersmith Barbet,Psilopogon haemacephalus,,,Shilpa Gadgil,2025-03-23,2025,3,23,641,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar, Jalgaon",21.0211697,75.5660185,"",,Unspecified,"","",,,,,,,S220243080,"",,,,,Psilopogon haemacephalus,copbar1,Species,10586,,.00,0,,,
632547467,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Shilpa Gadgil,2025-03-23,2025,3,23,641,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar, Jalgaon",21.0211697,75.5660185,"",,Unspecified,"","",,,,,,,S220243080,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632547458,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Shilpa Gadgil,2025-03-23,2025,3,23,641,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar, Jalgaon",21.0211697,75.5660185,Adult – 1,"Call; Foraging or Eating",Unspecified,"","",,,,,,,S220243080,"",,,,,Pycnonotus cafer,revbul,Species,24523,,2.00,1,"",,
632547338,Audio,Indian Robin,Copsychus fulicatus,"Ficedula parva -- Red-breasted Flycatcher; Vanellus indicus -- Red-wattled Lapwing; Psilopogon haemacephalus -- Coppersmith Barbet",,Kavi Nanda,2025-03-23,2025,3,23,1530,India,IN-HR-GU,Haryana,Gurugram,Bhondsi Nature Park,28.3634054,77.0440469,"",Song,Unspecified,"","",,,,,,,S220233115,"",,,,,Copsychus fulicatus,indrob1,Species,28726,,3.00,2,"",,
632547313,Audio,Asian Koel,Eudynamys scolopaceus,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220241334,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632547294,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220241334,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632547285,Audio,Bronzed Drongo,Dicrurus aeneus,,,Baharuddin Sk,2025-03-23,2025,3,23,603,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135509,"",,,,,Dicrurus aeneus,brodro1,Species,20248,,.00,0,,,
632547168,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 1,Call,Unspecified,"","",,,,,,,S220241334,"",,,,"At nest. Calling.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vN92DyA0Xtc?si=aXEu_fNi37MjkKee"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,3.00,1,"",,
632547164,Audio,Oriental Magpie-Robin,Copsychus saularis,,,Baharuddin Sk,2025-03-23,2025,3,23,603,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135509,"",,,,,Copsychus saularis,magrob,Species,28732,,.00,0,,,
632547127,Audio,Indian Robin,Copsychus fulicatus,,,Baharuddin Sk,2025-03-23,2025,3,23,603,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135509,"",,,,,Copsychus fulicatus,indrob1,Species,28726,,.00,0,,,
632547110,Audio,Jungle Babbler,Argya striata,,,Baharuddin Sk,2025-03-23,2025,3,23,603,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135509,"",,,,,Argya striata,junbab2,Species,26362,,.00,0,,,
632547092,Audio,Common Tailorbird,Orthotomus sutorius,,,Baharuddin Sk,2025-03-23,2025,3,23,603,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135509,"",,,,,Orthotomus sutorius,comtai1,Species,22921,,.00,0,,,
632547072,Audio,Grey-breasted Prinia,Prinia hodgsonii,,,Baharuddin Sk,2025-03-23,2025,3,23,603,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135509,"",,,,,Prinia hodgsonii,gybpri1,Species,23006,,.00,0,,,
632546958,Audio,Yellow-eyed Babbler,Chrysomma sinense,"Cinnyris asiaticus -- Purple Sunbird; Tephrodornis pondicerianus -- Common Woodshrike",,Kavi Nanda,2025-03-23,2025,3,23,1530,India,IN-HR-GU,Haryana,Gurugram,Bhondsi Nature Park,28.3634054,77.0440469,"",Song,Unspecified,"","",,,,,,,S220233115,"",,,,,Chrysomma sinense,yeebab1,Species,25154,,4.00,1,"",,
632546946,Audio,Spotted Owlet,Athene brama,,,Kavi Nanda,2025-03-23,2025,3,23,1530,India,IN-HR-GU,Haryana,Gurugram,Bhondsi Nature Park,28.3634054,77.0440469,"",Call,Unspecified,"","",,,,,,,S220233115,"",,,,,Athene brama,spoowl1,Species,9000,,3.00,1,"",,
632546938,Audio,Indian Robin,Copsychus fulicatus,"Pycnonotus cafer -- Red-vented Bulbul; Argya striata -- Jungle Babbler; Ficedula parva -- Red-breasted Flycatcher; Psilopogon zeylanicus -- Brown-headed Barbet (Large Green Barbet)",,Kavi Nanda,2025-03-23,2025,3,23,1530,India,IN-HR-GU,Haryana,Gurugram,Bhondsi Nature Park,28.3634054,77.0440469,"",Song,Unspecified,"","",,,,,,,S220233115,"",,,,,Copsychus fulicatus,indrob1,Species,28726,,4.00,1,"",,
632546930,Audio,Grey-breasted Prinia,Prinia hodgsonii,,,Kavi Nanda,2025-03-23,2025,3,23,1530,India,IN-HR-GU,Haryana,Gurugram,Bhondsi Nature Park,28.3634054,77.0440469,"",,Unspecified,"","",,,,,,,S220233115,"",,,,,Prinia hodgsonii,gybpri1,Species,23006,,5.00,1,,,
632546927,Audio,Red-wattled Lapwing,Vanellus indicus,,,Kavi Nanda,2025-03-23,2025,3,23,1530,India,IN-HR-GU,Haryana,Gurugram,Bhondsi Nature Park,28.3634054,77.0440469,"",Flight Call,Unspecified,"","",,,,,,,S220233115,"",,,,,Vanellus indicus,rewlap1,Species,5822,,5.00,1,"",,
632546211,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 1,Call,Unspecified,"","",,,,,,,S220241334,"",,,,"At nest. Calling.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vN92DyA0Xtc?si=aXEu_fNi37MjkKee"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,2.00,1,"",,
632546199,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 1,Call,Unspecified,"","",,,,,,,S220241334,"",,,,"At nest. Calling.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vN92DyA0Xtc?si=aXEu_fNi37MjkKee"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,1.00,1,"",,
632546188,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 1,Call,Unspecified,"","",,,,,,,S220241334,"",,,,"At nest. Calling.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vN92DyA0Xtc?si=aXEu_fNi37MjkKee"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,2.00,1,"",,
632546165,Audio,Shikra,Tachyspiza badia,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 1,"Call; Dawn Song",Unspecified,"","",,,,,,,S220241334,"",,,"","At nest. Calling.<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/vN92DyA0Xtc?si=aXEu_fNi37MjkKee"" frameborder=""0""></iframe>",Tachyspiza badia,shikra1,Species,8069,,3.00,1,"",,
632546143,Audio,Brown Rock Chat,Oenanthe fusca,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220241334,"",,,,Heard Sound.,Oenanthe fusca,indcha1,Species,29578,,.00,0,,,
632546005,Audio,Black-headed Cuckooshrike,Lalage melanoptera,,,Baharuddin Sk,2025-03-23,2025,3,23,628,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135957,"",,,,,Lalage melanoptera,bkhcus1,Species,18648,,.00,0,,,
632545990,Audio,Stork-billed Kingfisher,Pelargopsis capensis,,,Baharuddin Sk,2025-03-23,2025,3,23,628,India,IN-WB-BI,West Bengal,Birbhum,"Dhalla Road, Chaupahari Jangal, West Bengal, IN (23.642, 87.584)",23.6415209,87.5837138,"",,Unspecified,"","",,,,,,,S220135957,"",,,,,Pelargopsis capensis,stbkin1,Species,9941,,.00,0,,,
632545983,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220241334,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632545964,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult Male – 1,Song,Unspecified,"","",,,,,,,S220241334,"",,,A male in breeding plumage.,,Cinnyris asiaticus,pursun4,Species,30175,,3.00,1,"",,
632545942,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,626,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220241334,"",,,,,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632545758,Audio,Asian Koel,Eudynamys scolopaceus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 3,Call,Unspecified,"","",,,,,,,S220127293,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3219,,3.00,1,"",,
632545743,Audio,Asian Koel,Eudynamys scolopaceus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult – 2,Call,Unspecified,"","",,,,,,,S220127293,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3219,,1.00,1,"",,
632545728,Audio,Asian Koel,Eudynamys scolopaceus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220127293,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
632545557,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220127293,"",,,,A male.,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632545547,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220127293,"",,,,A male.,Cinnyris asiaticus,pursun4,Species,30175,,.00,0,,,
632545532,Audio,Purple Sunbird,Cinnyris asiaticus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,Adult Male – 1,Song,Unspecified,"","",,,,,,,S220127293,"",,,A male had breeding plumage.,A male.,Cinnyris asiaticus,pursun4,Species,30175,,2.00,1,"",,
632545510,Audio,Brown Rock Chat,Oenanthe fusca,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220127293,"",,,,,Oenanthe fusca,indcha1,Species,29578,,.00,0,,,
632545122,Audio,Black-headed Ibis,Threskiornis melanocephalus,,,Shilpa Gadgil,2025-03-23,2025,3,23,610,India,IN-MH-JG,Maharashtra,Jalgaon,"Shivaji Nagar Jalgaon, Maharashtra, IN (21.021, 75.566)",21.0213182,75.5660663,"",,Unspecified,"","",,,,,,,S220127293,"",,,,,Threskiornis melanocephalus,blhibi1,Species,7412,,1.00,1,,,
632542832,Audio,Crimson Sunbird,Aethopyga siparaja,,,Rozan Dhungel,2025-03-13,2025,3,13,1353,India,IN-SK-ES,Sikkim,East Sikkim,East Pendam (Karmithang),27.2139935,88.5255502,"",,Unspecified,"","",,,,,,,S218195077,"",,,,,Aethopyga siparaja,eacsun1,Species,30268,,.00,0,,,
632542379,Audio,Green Sandpiper,Tringa ochropus,,,Dr Bipasha David,2025-03-23,2025,3,23,810,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Maharishi Aashram,Prayagraj, Uttar Pradesh, IN (25.414, 81.888)",25.4141252,81.8881822,"",,Unspecified,"","",,,,,,,S220146441,"",,,,,Tringa ochropus,grnsan,Species,6066,,3.00,1,,,
632542007,Audio,Asian Barn Owl,Tyto javanica,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,,Tyto javanica,eabowl1,Species,8527,,.00,0,,,
632541848,Audio,Black Redstart,Phoenicurus ochruros,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,Already observed,Phoenicurus ochruros,blared1,Species,29348,,.00,0,,,
632541801,Audio,House Sparrow,Passer domesticus,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,,Passer domesticus,houspa,Species,31261,,.00,0,,,
632541776,Audio,Brown Rock Chat,Oenanthe fusca,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,,Oenanthe fusca,indcha1,Species,29578,,.00,0,,,
632541763,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632541745,Audio,Red-vented Bulbul,Pycnonotus cafer,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,,Pycnonotus cafer,revbul,Species,24523,,.00,0,,,
632541728,Audio,Asian Koel,Eudynamys scolopaceus,,,Dr Bipasha David,2025-03-23,2025,3,23,540,India,IN-UP-AH,Uttar Pradesh,Prayagraj,"Mirakhpur Kachhar, Uttar Pradesh, IN (25.407, 81.846)",25.4071939,81.8462552,"",,Unspecified,"","",,,,,,,S220143740,"",,,,,Eudynamys scolopaceus,asikoe2,Species,3219,,.00,0,,,
